author_id,author_name,pageid,page_title
5,Smrman,741,Attendre jusqu'à () (bloc)
8,Marius85,741,Attendre jusqu'à () (bloc)
11,Florian KJH,741,Attendre jusqu'à () (bloc)
19,Bouboufez,741,Attendre jusqu'à () (bloc)
20,Gurvan72,741,Attendre jusqu'à () (bloc)
22,Ambre789,741,Attendre jusqu'à () (bloc)
27,Flapyness,741,Attendre jusqu'à () (bloc)
32,Kenny2scratch,741,Attendre jusqu'à () (bloc)
33,Ponyo,741,Attendre jusqu'à () (bloc)
24,Ma15fo43,744,Créer un clone de ( v) (bloc)
123,Wilhelm43,746,Couleur () touchée ? (bloc)
5,Smrman,747,Couleur () touche () ? (bloc)
27,Flapyness,748,(distance de ( v)) (bloc)
19,Bouboufez,758,(nombre aléatoire entre () et ()) (bloc)
99,Hello34090,765,(regrouper () et ()) (bloc)
20,Gurvan72,766,(lettre () de ()) (bloc)
22,Ambre789,767,(longueur de ()) (bloc)
27,Flapyness,769,(arrondi de ()) (bloc)
4,InterwikiBot,812,Contacter l'équipe Scratch
5,Smrman,812,Contacter l'équipe Scratch
19,Bouboufez,812,Contacter l'équipe Scratch
32,Kenny2scratch,812,Contacter l'équipe Scratch
83,Arqwa,812,Contacter l'équipe Scratch
5,Smrman,814,Faire un don
19,Bouboufez,814,Faire un don
24,Ma15fo43,814,Faire un don
32,Kenny2scratch,814,Faire un don
65,ThomasLego19,814,Faire un don
123,Wilhelm43,814,Faire un don
5,Smrman,891,(variable) (bloc)
19,Bouboufez,891,(variable) (bloc)
32,Kenny2scratch,891,(variable) (bloc)
46,NilsTheBest,891,(variable) (bloc)
65,ThomasLego19,891,(variable) (bloc)
83,Arqwa,891,(variable) (bloc)
99,Hello34090,891,(variable) (bloc)
100,Theo 1er,891,(variable) (bloc)
156,Ma33-ma,891,(variable) (bloc)
32,Kenny2scratch,897,(liste) (bloc)
43,Loquax,903,(longueur de ( v)) (bloc)
2,Mtwoll,904,( v) contient () ? (bloc)
5,Smrman,904,( v) contient () ? (bloc)
7,Zelda 64,904,( v) contient () ? (bloc)
19,Bouboufez,904,( v) contient () ? (bloc)
22,Ambre789,904,( v) contient () ? (bloc)
32,Kenny2scratch,904,( v) contient () ? (bloc)
43,Loquax,904,( v) contient () ? (bloc)
65,ThomasLego19,904,( v) contient () ? (bloc)
123,Wilhelm43,904,( v) contient () ? (bloc)
32,Kenny2scratch,947,"Créer, renommer et supprimer une liste"
32,Kenny2scratch,999,(distance) (LEGO MINDSTORMS EV3) (bloc)
32,Kenny2scratch,1000,(angle d'inclinaison ( v)) (bloc) (homonymie)
4,InterwikiBot,1026,Capteur ( v) activé ? (bloc)
5,Smrman,1026,Capteur ( v) activé ? (bloc)
19,Bouboufez,1026,Capteur ( v) activé ? (bloc)
22,Ambre789,1026,Capteur ( v) activé ? (bloc)
32,Kenny2scratch,1026,Capteur ( v) activé ? (bloc)
65,ThomasLego19,1026,Capteur ( v) activé ? (bloc)
15,ScratcherOfWorld,1108,Détection vidéo
19,Bouboufez,1168,Convertir un projet en .swf
27,Flapyness,1171,Convertir un projet en .exe
4,InterwikiBot,1285,Glisser en () secondes à ( v) (bloc)
5,Smrman,1285,Glisser en () secondes à ( v) (bloc)
11,Florian KJH,1285,Glisser en () secondes à ( v) (bloc)
19,Bouboufez,1285,Glisser en () secondes à ( v) (bloc)
32,Kenny2scratch,1285,Glisser en () secondes à ( v) (bloc)
46,NilsTheBest,1285,Glisser en () secondes à ( v) (bloc)
65,ThomasLego19,1285,Glisser en () secondes à ( v) (bloc)
71,Eloilefantastique,1285,Glisser en () secondes à ( v) (bloc)
83,Arqwa,1285,Glisser en () secondes à ( v) (bloc)
123,Wilhelm43,1285,Glisser en () secondes à ( v) (bloc)
5,Smrman,1423,Extension Stylo
19,Bouboufez,1424,Blocs de détection vidéo
27,Flapyness,1427,Blocs de synthèse vocale
123,Wilhelm43,1428,Extension Synthèse vocale
5,Smrman,1431,Extension Traduire
32,Kenny2scratch,1488,Blocs horizontaux
5,Smrman,1560,LEGO BOOST (homonymie)
19,Bouboufez,1560,LEGO BOOST (homonymie)
27,Flapyness,1560,LEGO BOOST (homonymie)
32,Kenny2scratch,1560,LEGO BOOST (homonymie)
65,ThomasLego19,1560,LEGO BOOST (homonymie)
83,Arqwa,1560,LEGO BOOST (homonymie)
100,Theo 1er,1560,LEGO BOOST (homonymie)
123,Wilhelm43,1560,LEGO BOOST (homonymie)
4,InterwikiBot,1585,Inclinaison (bloc)
5,Smrman,1585,Inclinaison (bloc)
19,Bouboufez,1585,Inclinaison (bloc)
27,Flapyness,1585,Inclinaison (bloc)
32,Kenny2scratch,1585,Inclinaison (bloc)
46,NilsTheBest,1585,Inclinaison (bloc)
65,ThomasLego19,1585,Inclinaison (bloc)
83,Arqwa,1585,Inclinaison (bloc)
99,Hello34090,1585,Inclinaison (bloc)
123,Wilhelm43,1585,Inclinaison (bloc)
19,Bouboufez,1631,Déplacer de () plans vers l'( v) (bloc)
43,Loquax,1639,Bitmap
5,Smrman,1828,(chronomètre) (bloc)
32,Kenny2scratch,1859,Choisir la voix du ( v) (bloc)
65,ThomasLego19,1895,Bibliothèque des sprites
21,Lafougere44,2046,Dustbin
65,ThomasLego19,2121,Chronomètre pausable (tutoriel)
5,Smrman,2161,(position de () dans ( v)) (bloc)
65,ThomasLego19,2165,(langue) (bloc)
24,Ma15fo43,2181,Détecter quand le bouton d'arrêt est cliqué (tutoriel)
83,Arqwa,2243,Collaboration
2,Mtwoll,2248,Advanced Topics
3,ErnieParke,2248,Advanced Topics
4,InterwikiBot,2248,Advanced Topics
5,Smrman,2248,Advanced Topics
19,Bouboufez,2248,Advanced Topics
32,Kenny2scratch,2248,Advanced Topics
65,ThomasLego19,2295,(force) (bloc)
32,Kenny2scratch,2325,Convertir un projet en .html
123,Wilhelm43,2366,Extension de fichier .sb3
5,Smrman,2427,Faire tourner le moteur ( v) dans ce sens-ci pendant () secondes (bloc)
123,Wilhelm43,2438,(inclinaison) (bloc)
123,Wilhelm43,2441,Faire tourner le moteur ( v) dans ce sens-là pendant () secondes (bloc)
19,Bouboufez,2442,(position du moteur ( v)) (bloc) (homonymie)
123,Wilhelm43,2486,(luminosité) (bloc)
5,Smrman,2496,(distance) (bloc) (homonymie)
19,Bouboufez,2498,(distance) (LEGO WeDo 2.0) (bloc)
22,Ambre789,2499,(distance) (LEGO WeDo 1.0) (bloc)
19,Bouboufez,2537,(accélération ( v)) (bloc)
5,Smrman,2547,Brique ( v) vue ? (bloc)
11,Florian KJH,2547,Brique ( v) vue ? (bloc)
13,-TSTD-,2547,Brique ( v) vue ? (bloc)
15,ScratcherOfWorld,2547,Brique ( v) vue ? (bloc)
16,Mattdo66,2547,Brique ( v) vue ? (bloc)
19,Bouboufez,2547,Brique ( v) vue ? (bloc)
32,Kenny2scratch,2547,Brique ( v) vue ? (bloc)
123,Wilhelm43,2547,Brique ( v) vue ? (bloc)
123,Wilhelm43,2548,CodeSkool
27,Flapyness,2565,(angle d'inclinaison ( v)) (LEGO WeDo 2.0) (bloc)
27,Flapyness,2566,(inclinaison) (LEGO WeDo 1.0) (bloc)
32,Kenny2scratch,2567,(angle d'inclinaison ( v)) (LEGO BOOST) (bloc)
65,ThomasLego19,2568,(angle d'inclinaison ( v)) (Go Direct) (bloc)
5,Smrman,2569,(angle d'inclinaison ( v)) (micro:bit) (bloc)
5,Smrman,2612,Extension micro:bit
5,Smrman,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
11,Florian KJH,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
19,Bouboufez,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
22,Ambre789,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
27,Flapyness,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
32,Kenny2scratch,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
33,Ponyo,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
43,Loquax,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
123,Wilhelm43,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
156,Ma33-ma,2625,Allumer le moteur ( v) (LEGO BOOST) (bloc)
65,ThomasLego19,2704,Extension de fichier .sb
112,Aep55,2705,Extension de fichier .sb2
32,Kenny2scratch,2727,Donateurs
27,Flapyness,2746,(position du moteur ( v)) (LEGO BOOST) (bloc)
32,Kenny2scratch,2747,(position du moteur ( v)) (LEGO MINDSTORMS EV3) (bloc)
43,Loquax,2815,Créer des boutons avec le stylo (tutoriel)
41,Link-potter,2845,Drapeau vert (costume)
41,Link-potter,2963,Cookies
71,Eloilefantastique,3003,Blocs à contraste élevé
5,Smrman,3030,Cliqueur (jeu)
46,NilsTheBest,3071,Créer des traductions sans utiliser l'extension Traduire (tutoriel)
19,Bouboufez,3078,Codage des couleurs sur Scratch
5,Smrman,3086,Détecter les j'aime (tutoriel)
43,Loquax,3097,Cocrea
123,Wilhelm43,3114,Blocklive
65,ThomasLego19,3178,Créer un jeu multijoueur (tutoriel)
120,Scratch-hv,3387,Extension Reconnaissance faciale
71,Eloilefantastique,3616,Créer un moteur de grille de tuiles (tutoriel)
