Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
021-446-275-869-505,"The Importance of Civil, Ethnic and Regional Identity for Residents from Small Russian Towns and its Determinants",,2020,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,V V Gritsenko; L V Ostapenko; I A Subbotina,"<jats:p>Objective. The objective of the study is to analyze the subjective significance attached by residents of small towns to civil, ethnic and regional identities and to identify its determinants. ; Background. The growth of uncertainty and social and economic instability in society actualize the processes in the social identification of the person. Under these conditions the study of civic, ethnic and regional identities of residents from provincial towns in the Russian Federation as an important resource for group solidarity is of particular importance. ; Study design. The authors rely on H. Tajfel and J. Turner’s theory of social identity. We conducted a survey among residents in the town Belev, Tula region, and the town Staritsa, Tver region, characterized by mono-ethnicity, negative demographic dynamics, remoteness from the capital and its regional centers. ; Participants. The study involved 600 ethnic Russians (50.8% women). The quota sample in both towns included three age groups: 16—29 years old, 30—49 years old, 50 and older, each group included 100 people. ; Measurements. The questionnaire was developed and tested at the Institute of Ethnology and Anthropology, Russian Academy of Sciences. The questions are aimed at determining the identification degree of respondents with various social groups, as well as assessing satisfaction with various aspects of life and confidence in their own future and the future of their town. For data processing we used methods of descriptive statistics, Student’s t-test, multiple regression analysis, SPSS 18.0. ; Results. We have found high rates of subjective significance of civic, ethnic and regional identities for respondents. Moreover residents of small towns identify themselves more with representatives of their folk, less with residents of their town/region and even less with citizens of their country. The determinants of the subjective significance in the investigated types of identity for old people are satisfaction with various aspects of life, while residents in town Belev have unlimited love for their native town, pride and faith in its future prosperity. ; Conclusions. The study showed that residents of small towns are looking for reliance, support and protection, primarily in identification with their ethnic group. The resource for maintaining positive self-determination is also regional identity. Moreover regional identity in this case plays an important consolidating role acting as a mechanism for the social integration of civil society.</jats:p>",11,4,165,181,Gender studies; Ethnic group; Sociology; Identity (social science),civil identity; ethnic identity; regional identity; subjective significance of identity; determinants of identity subjective significance; residents of a small town,,,,https://psyjournals.ru/files/118289/sps_2020_n4_Gritsenko_et_al.pdf https://psyjournals.ru/en/social_psy/2020/n4/Gritsenko_et_al.shtml,http://dx.doi.org/10.17759/sps.2020110412,,10.17759/sps.2020110412,3116548618,,0,009-548-475-549-787; 019-765-474-894-62X; 036-809-656-034-020; 096-134-542-298-355,11,true,cc-by-nc,gold
021-673-997-718-08X,Адаптация пенсионеров к интернет-среде,2018-07-15,2018,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,О А Алексеева; О Ю Бестужева; О Н Вершинская; Е Е Скворцова,"<jats:p>The article presents the results of qualitative sociological research of information and communication technologies influence on social behavior and lifestyle of older Internet users conducted by a multidisciplinary group of the Laboratory of social and economic behavior of The Institute of Social and Economic Studies of Population, The Russian Academy of Sciences. The study involved Internet users of retirement age from 56 to 89 years. The survey was conducted by in-depth interview. The main changes in the life of the Internet users of the older generation were revealed and main characteristics of the new digital techno style of life were determined: use of new forms of textual, visual and audiovisual communication for interaction; obtaining cultural knowledge and necessary information; buying goods and services and paying bills from home; extensive use of state services online; the gradual move away from print media; using “smart” things. The analysis of respondents ‘ communication showed that older people can be divided into three groups: those for whom communication has become predominantly electronic; those who persistently prefer live communication, and those for whom electronic communication is additional to live communication.</jats:p>",9,2,150,164,Sociology,retired people; Internet environment; internet users; digital techno style of life; psychometry; digital divide; adaptation to information and communication technologies,,,,https://psyjournals.ru/social_psy/2018/n2/Alekseeva_et_al.shtml https://psyjournals.ru/files/93807/sps_2018_n2_Alekseeva_et_al.pdf,http://dx.doi.org/10.17759/sps.2018090210,,10.17759/sps.2018090210,2883981705,,0,089-640-799-725-488; 152-260-640-818-437; 171-073-365-470-522,3,true,cc-by-nc,gold
022-545-457-747-517,Generalized scales of content analysis of projective narratives in test of social motivation (TSM). Their validity and specifics. Part 1,,2016,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,Н А Алмаев; О В Мурашева; Ю В Бессонова; Н И Киселева,"<jats:p>Projective stories possess some advantages in comparison to the questionnaires. They provide considerable amount of additional information about subjects’ current state and the motives. Nevertheless, they are also not free from the effects of censorship and social desirability. The list of content analysis scales in this study was the following: 1) “Affiliation”, 2) “Frustration of Affiliation”, 3) “Long-term relationships”, 4) “Rivalry”, 5)”Loyalty”, 6) “Achievement”, 7) “Hope”, 8) “Egoistic benefit”, 9) “Impulse control”, 10) “Struggle of motives”, 11) “Negative emotions”, 12) “Negative events”, as well as the three scales for detection of desire to avoid projection: a)”Abandon of the task” (stories shorter than 20 words), b) “Description”, c) «Either, or».; Also some of the indicators were adopted: “Fear to live” – sum of “Negative events” and “Negative emotions” scales; “Hardness” that is subtraction of “Negative emotions” from “Negative events”; “General avoidance of projection” that is the sum of “Abandon”, “Description” and “Either, or”. Validity of the scales was checked and proofed through the multiple comparisons within the three samples: students of Humanities, students; of the Moscow Aviation University and MosEmerCom dispatchers.; ; This work was supported by grant RFH №12-06-00647.</jats:p>",9,4,90,104,Psychology; Content analysis; Projective test; Narrative; Test (assessment); Social motivation; Social psychology,,,,,https://psyjournals.ru/en/exp/2016/n4/almayev.shtml https://psyjournals.ru/files/85094/exppsy_2016_n4_almaev.pdf,http://dx.doi.org/10.17759/exppsy.2016090409,,10.17759/exppsy.2016090409,2593739702,,0,056-973-828-431-293; 096-937-756-275-30X; 112-178-830-245-541; 131-893-632-835-34X,1,true,cc-by-nc,gold
023-083-484-410-103,Experience in Creating a Russian Database of Faces Expressing Various Emotions: The First Stage,,2024,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,Anastasia Petrakova; Evgenia Lebedeva; Yulia Kuzmina; Evgenia Yurchik,"<jats:p>This article presents a pilot study with the objective to create and test stimulus material, which consists of photographic portraits of adults and children expressing various emotions. The uniqueness of this work is due to the approach to organizing the creation of stimulus material, in which the models demonstrated emotions not according to an established pattern of facial movements corresponding to a specific emotion, but according to their ideas about the expression of emotions in a certain situation. The inclusion of photographic images of individuals from the Russian population, of different genders and age groups, can be considered an additional advantage of this study. We tested 294 color photographs of 5 models of different age groups (from primary school to the elderly), depicting 14 emotions (pride, anger, joy, irritation, amusement, disgust, pleasure, sadness, relief, despair, interest, fear, surprise, anxiety). Testing took place on the crowdsourcing platform Yandex.Toloka, where 5099 people took part in the study. Theanswers were analyzed using two approaches. In the first instance, the respondent's answer about an emotion was counted as correct if the emotion s/he chose exactly matched the one depicted in the photograph. The second approach assumed that the respondent’s answer was correct if it corresponded to a group of emotions related to one or another valence. The results of testing stimulus material developed using a non-classical approach showed recognition accuracy in determining the valence of emotions rather than the emotions themselves. An analysis of the possible influence of individual differences (including culture-specific ones) on recognition accuracy may be needed for the interpretation of the results, however, based on the pilot nature of the study and its limitations, this hypothesis still requires additional verification.</jats:p>",21,2,423,431,Sadness; Psychology; Surprise; Valence (chemistry); Amusement; Respondent; Anger; Pleasure; Emotion classification; Curiosity; Social psychology; Facial expression; Disgust; Pride; Cognitive psychology; Communication; Physics; Quantum mechanics; Neuroscience; Political science; Law,,,,,https://psy-journal.hse.ru/data/2024/06/21/2116634300/21-02-191-199.pdf https://doi.org/10.17323/1813-8918-2024-2-423-431,http://dx.doi.org/10.17323/1813-8918-2024-2-423-431,,10.17323/1813-8918-2024-2-423-431,,,0,,1,true,,gold
024-063-187-534-570,CONNECTION BETWEEN SOCIAL-PSYCHOLOGICAL SATIETY AND SOCIAL REPRESENTATIONS ANOUT MEGACITY IN GOFFERENT GROUPS OF YOUNG CITY DWELERS,,2021,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,T.V. Drobysheva; I.V. Larionov,,6,4,151,175,Megacity; Connection (principal bundle); Psychology; Sociology; Social psychology; Economic geography; Geography; Mathematics; Economy; Economics; Geometry,,,,,,http://dx.doi.org/10.38098/ipran.sep_2021_24_4_07,,10.38098/ipran.sep_2021_24_4_07,,,0,,0,true,,gold
024-185-589-221-863,M. О. GERSHENZON ON PUSHKIN’S “IMMANENT PHILOSOPHY” AND “THERMODYNAMIC PSYCHOLOGY”. METAPHOR AND NON-METAPHORICAL MEANING,,2019,journal article,Philological Class,20712405; 26585235,Ural State Pedagogical University,,Natalia N. Smirnova,"А н н о т а ц и я . Статья посвящена прочтению М. О. Гершензоном «имманентной философии» и «термодинамической психологии» в творчестве Пушкина. М. О. Гершензон развивал свою теорию поэзии, основываясь на изучении пушкинского поэтического языка. В нем он нашел целостный теоретический взгляд на огненную природу бытия, взгляд, соизмеримый с древними представлениями о мире. Творчество Пушкина было для Гершензона откровением, из которого, как он полагал, следует черпать знание для новой преображенной жизни. Ученый сформулировал пушкинскую «имманентную философию», развивая концепцию «тайнодействия слова». В этом он основывался на размышлениях самого поэта о границах литературной условности, о том, может ли подлинное поэтическое слово существовать за пределами метафорических смыслов. «Термодинамическая психология» Пушкина должна иметь практический жизненный смысл, иначе истина неполна, -таков вывод ученого, сделанный в книге «Мудрость Пушкина». А в «Гольфстреме», четырьмя годами позже, Гершензон ставит задачей замкнуть круг знания (древних, поэтического прозрения Пушкина и достижений современных наук о природе). Такие исследовательские задачи неизбежно сопряжены с переходом общепринятых дисциплинарных границ и с изменением языка описания. Метафорические значения в работах Гершензона граничат с терминологическими, -так в исследовательской практике реализуется попытка представить в языке науки синтетическое знание как модель древнего синкретизма. В этом едином знании, по мысли ученого, должны быть объединены достижения современных наук о материи, наук о духе и знания первобытного человека, воплотившегося в мифологии, а впоследствии оставшегося в виде следов во всех естественных языках. С этой точки зрения, задача филолога -оживить мифологическое знание, окаменевшее в слове, и тем самым приобщиться к важнейшей части сокровищницы тысячелетий. Поэтическое слово Пушкина было избрано ученым для осуществления этого как наиболее емко воплотившая в себе живые корни мифа. Smirnova N. N.",,3,114,119,Epistemology; Metaphor; Meaning (existential),,,,,http://dx.doi.org/10.26170/fk19-03-16,http://dx.doi.org/10.26170/fk19-03-16,,10.26170/fk19-03-16,3132976121,,0,,0,true,cc-by,gold
024-419-334-760-995,GENDER DIFFERENCES IN RESILIENCE AND PSYCHOPATHOLOGICAL SYMPTOMS AMONG YOUTH FROM REGIONS WITH DIFFERENT ENVIRONMENTAL CONDITIONS OF LIFE,,2022,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Alexander V. Makhnach; Anna I. Laktionova; Yulya.V. Postylyakova; Irina A. Gorkovaya; Anastasya.V. Miklyaeva; Nadezhda M. Sarayeva; Alexey A. Sukhanov,,7,3,4,33,Psychopathology; Resilience (materials science); Psychology; Psychological resilience; Developmental psychology; Clinical psychology; Social psychology; Physics; Thermodynamics,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2022_24_3_001,,10.38098/ipran.opwp_2022_24_3_001,,,0,,0,true,,gold
024-920-842-758-380,Development of digital technologies and the futureof psychology,,2017,journal article,Bulletin of the Moscow State Regional University (Psychology),23107235,Federal State University of Education,,Нестик Тимофей Александрович,"Аннотация. Выделяются тенденции в развитии психологической науки: объединение различных направлений психологического знания на основе наук о мозге и генетики, исследования на больших выборках, публикация данных и обеспечение воспроизводимости результатов, изучение психологических явлений в реальном контексте и др. Рассматриваются вызовы для психологической науки и практики, связанные с развитием цифровых технологий: больших данных, искусственного интеллекта, виртуальной реальности, умных материалов, телеприсутствия, интерфейсов «мозг -компьютер». Намечаются пути развития рефлексии психологов в отношении технологических вызовов для общества, их последствий для проблематики и методов психологических исследований. Ключевые слова: будущее психологии, большие данные, искусственный интеллект, виртуальная реальность, умные материалы, телеприсутствие, интерфейсы «мозг -компьютер», нейронет, долгосрочная ориентация.",,3,6,15,Psychology; Development (topology); Social science; Engineering ethics,future of psychology; Big Data; Artificial Intelligence; Virtual Reality; smart materials; telepresence; brain-to-computer interfaces; long-term orientation,,,,https://doaj.org/article/0546e75d757d4fb0a3abcb3082192289,http://dx.doi.org/10.18384/2310-7235-2017-3-6-15,,10.18384/2310-7235-2017-3-6-15,2770864487,,0,003-745-553-689-828; 012-160-269-811-649; 013-109-930-255-984; 026-109-492-817-386; 056-191-664-457-297; 078-427-517-419-799; 121-702-728-239-588; 153-240-801-221-649,4,true,cc-by,gold
025-973-417-012-778,Automatic Scoring of Verbal Divergent Thinking Tests: From Lexical Databases to Large Language Models,,2024,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,Ekaterina Valueva; Anastasia Panfilova; Antonina Rafikova,"<jats:p>The article explores the evolution of methods for automatically assessing verbal divergent thinking tests. Resear - chers have increasingly focused on the ability to evaluate the originality of respondents' answers by calculating their semantic distance from the stimulus task. From 2009 to 2019, latent semantic analysis became the primary method for assessing semantic distances. Overall, in terms of internal consistency and correlation with expert ratings, its application yielded satisfactory results, maintaining an acceptable balance of quality and effort expended. However, issues emerged (dependence on the corpus used, result instability, systematic distortions related to the length of analyzed responses), prompting researchers to transition to more advanced models of distributional semantics (GloVe, Word2Vec etc.), large language models, and supervised learning. Large language models, especially those fine-tuned on creativity test materials, demonstrated higher effectiveness compared to models assessing semantic distances and approached expert evaluations. In addition to evaluating originality, the article considers works proposing methods for automatic assessment of elaboration, flexibility, associative flow, and divergent semantic integration. References to online platforms that allow for automatic assessments of originality in responses to divergent tests are provided. The issue of interpreting results obtained through large language models is discussed. A drawback of using these models is the lack of understanding of the basis on which judgments of the originality of creative products are made. The perspectives of applying explainable artificial intelligence for evaluating results of verbal and non-verbal tests of creative thinking are being discussed.</jats:p>",21,1,202,225,Natural language processing; Linguistics; Computer science; Psychology; Artificial intelligence; Database; Philosophy,,,,,https://psy-journal.hse.ru/data/2024/03/30/2144812302/Т. 21. № 1. 2024 202-225.pdf https://doi.org/10.17323/1813-8918-2024-1-202-225,http://dx.doi.org/10.17323/1813-8918-2024-1-202-225,,10.17323/1813-8918-2024-1-202-225,,,0,,0,true,,gold
026-492-819-121-423,"Other Race Effect: Theoretical Concepts, Research Tools, Experimental Data",,2021,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,K.I. Ananyeva,"<jats:p>The results of a literature review on the effect of other races are presented. The studies are presented that demonstrate the rich phenomenology of the features of perception, recognition and memorization of the faces of one’s own and other racial groups. The main models explaining the occurrence of the effect of the other race are given.</jats:p>",14,4,142,163,Race (biology); Memorization; Phenomenology (philosophy); Perception; Psychology; Cognitive psychology; Computer science; Artificial intelligence; Epistemology; Social psychology; Sociology; Philosophy; Gender studies; Neuroscience,other race effect; face perception; face memory; face recognition; discriminatory task; contact hypothesis; perceptual experience,,,Russian Foundation for Basic Research,https://psyjournals.ru/files/126348/exppsy_2021_n4_Ananyeva.pdf https://doi.org/10.17759/exppsy.2021140408,http://dx.doi.org/10.17759/exppsy.2021140408,,10.17759/exppsy.2021140408,,,0,000-227-729-324-226; 000-599-411-500-899; 004-039-090-993-222; 005-459-733-323-28X; 005-681-452-812-818; 006-549-186-493-954; 007-274-156-983-30X; 008-436-621-233-682; 009-760-545-105-160; 010-222-562-139-300; 010-467-270-929-357; 012-302-440-154-329; 013-258-292-134-887; 013-700-439-293-25X; 014-280-418-316-473; 015-934-055-129-324; 016-349-652-274-06X; 017-736-384-693-925; 019-252-365-320-842; 019-590-508-745-04X; 021-974-120-410-977; 023-965-109-628-316; 033-519-400-591-339; 039-891-073-291-863; 040-764-305-587-094; 040-766-653-710-625; 042-433-518-496-31X; 042-826-617-014-547; 046-990-393-659-636; 051-113-936-879-78X; 064-338-037-606-082; 065-083-836-998-793; 066-293-479-020-800; 071-351-622-827-353; 078-690-247-444-262; 079-202-491-678-950; 079-369-800-738-641; 080-046-809-101-750; 083-595-701-412-187; 084-554-207-720-382; 086-073-025-739-31X; 086-526-413-113-393; 086-554-917-999-974; 095-584-238-283-652; 097-956-053-049-103; 099-942-117-035-364; 102-481-548-699-119; 102-657-943-984-565; 109-633-828-153-940; 111-377-095-510-913; 111-763-227-613-697; 116-078-372-424-442; 117-174-108-587-257; 119-758-103-675-815; 127-852-364-639-91X; 134-334-981-539-301; 134-548-872-951-990; 138-931-321-970-199; 156-861-500-796-407; 160-318-233-152-657; 162-671-102-939-732; 170-616-419-265-885; 177-351-333-577-03X; 190-346-701-940-168,0,true,cc-by-nc,gold
026-825-784-029-549,STAGES OF METHODOLOGY DEVELOPMENT CLINICAL AND PSYCHOLOGICAL EXPERTISE OF PILOTS,,2022,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Aigul A. Aldasheva; Alexander A. Lekalov; Olga N. Sivash; Oksana V. Runets,,7,4,54,71,Psychology; Applied psychology; Engineering ethics; Process management; Medical education; Aeronautics; Engineering; Medicine,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2022_25_4_003,,10.38098/ipran.opwp_2022_25_4_003,,,0,,0,true,,gold
027-246-219-946-969,Intellectual competitiveness of a country: the problem of national IQ mediation,,2018,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,A A Grigoriev; E M Lapteva,"<jats:p>The study investigates the link between intellectual competitiveness of a country with the national IQ — the evaluation of the intelligence of a population. The hypothesis about a mediation of this link by such variables as expenses for research, the number of specialists who conduct research, the patent index, is tested. The results indicate that expenses on research and number of specialists, conducting research, but not patent index, probably, mediate relation between national IQ with such indications of intellectual competitiveness as the share of a high technological production in export.</jats:p>",11,3,152,162,Psychology; Mediation; Social psychology,intellectual competitiveness; national IQ; mediation,,,,http://psyjournals.ru/en/exp/2018/n3/Grigoriev_Lapteva.shtml https://psyjournals.ru/files/95637/exppsy_2018_n3_Grigoriev_Lapteva.pdf,http://dx.doi.org/10.17759/exppsy.2018110311,,10.17759/exppsy.2018110311,2898248353,,0,069-497-872-046-744; 070-389-833-672-459; 073-108-754-284-04X; 082-170-699-604-824; 115-410-552-913-089; 183-015-098-940-680; 193-933-586-452-307,1,true,cc-by-nc,gold
028-725-101-032-306,INTERRELATION OF WORKABILITY AND INDIVIDUAL PSYCHOLOGICAL CHARACTERISTICS OF THE EXTREME PROFESSIONS SPECIALISTS WITH THEIR OPTIMAL LEVEL OF RESILIENCE,,2022,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Svetlana A. Kotovskaya; Alexander V. Makhnach,,7,4,26,53,Resilience (materials science); Psychology; Applied psychology; Social psychology; Physics; Thermodynamics,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2022_25_4_002,,10.38098/ipran.opwp_2022_25_4_002,,,0,,1,true,,gold
028-998-213-509-539,"FIVE YEARS OF ELECTRONIC JOURNAL ""INSTITUTE OF PSYCHOLOGY OF THE RAS. SOCIAL AND ECONOMIC PSYCHOLOGY"": SCIENTOMETRICS ANALYSIS OF THE RESULTS OF THE WORK",,2021,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,Yu.V. Kovaleva; A.L. Zhuravlev; A.A. Kostrigin,,6,3,272,301,Psychology; Work (electrical); Electronic journal; Social science; Scientometrics,,,,,http://dx.doi.org/10.38098/ipran.sep_2021_23_3_11,http://dx.doi.org/10.38098/ipran.sep_2021_23_3_11,,10.38098/ipran.sep_2021_23_3_11,3210473728,,0,,0,true,,gold
029-259-315-483-525,Aesthetic responsiveness in Russian and Azerbaijani youths,,2018,journal article,Journal of Modern Foreign Psychology,23044977,Moscow State University of Psychology and Education,,P A Sabadosh,"<jats:p>Various aspects of construct validity of the Russian version of the Engagement with Beauty Scale (EBS 2.0) questionnaire was assessed using data of two previous studies conducted on convenient student samples: Russian (n = 183) and Azerbaijani (n = 99). Confirmatory factor analysis of multitrait-multimethod model provided evidence of EBS' good convergent and discriminant validity. The cross-cultural measurement invariance of the EBS factors was confirmed which allowed to compare indicators of two groups. No significant differences were found in the level of responsiveness to beauty between Russian and Azerbaijani youths. Generally girls scored higher than boys did, mostly on the natural and artistic beauty subscales. Russian young people in comparison to Azerbaijani ones displayed significantly stronger gender differences in general factor of engagement with beauty. The results didn’t show dependence on the age of respondents</jats:p>",7,2,90,99,Aesthetics; Psychology,aesthetic responsiveness; Engagement with Beauty Scale; EBS; multitrait-multimethod model; crosscultural study; invariance measurement; gender differences,,,Federal Agency for Scientific Organizations,https://psyjournals.ru/jmfp/2018/nn2/93941.shtml https://psyjournals.ru/files/93941/jmfp_2018_n_2_Sabadosh.pdf,http://dx.doi.org/10.17759/jmfp.2018070209,,10.17759/jmfp.2018070209,2889079546,,0,017-223-776-086-653; 022-905-491-742-716; 030-870-360-766-884; 035-176-680-448-318; 035-442-915-419-343; 038-154-095-015-548; 058-619-533-692-411; 063-882-588-400-649; 070-770-369-133-648; 078-821-465-894-074; 108-111-680-217-308; 113-684-149-643-790; 116-773-047-899-238; 117-894-677-477-424; 133-702-519-201-570; 141-500-149-674-075; 147-802-371-983-364; 162-604-612-598-667; 190-296-246-585-519,1,true,cc-by-nc,gold
029-509-201-270-512,К вопросу о методах воздействия на общественное сознание,2020-12-31,2020,journal article,Vestnik NSUEM,20736495,Novosibirsk State University of Economics and Management - NSUEM,,S. V. Nekrasov,"This article deals with the aspect of national security including mind control and methods of influence on collective consciousness, which appears to be relevant and enshrined in the regulatory state documents. The main content of the article considers both the process of mind control by which the hidden methods of socio-psychological influence are used and the instrumental methods themselves. Various interdisciplinary national scientific studies on this issue (sociology, psychology, political science, law, etc.) identified the key methods such as coercion, suggestion, conviction, propaganda, agitation, stereotyping (programming) and problematization. It is noted that the methods in their content and by type of influence are complementary and substitutable, and include variety of types and techniques. One also mentions the fact that there is no single integrated typology (classification) of these methods in modern scientific research field. Further broadening this line of scientific research and its thematic continuation, and integrating the most widespread but divided methods of influence on collective consciousness in the academic literature, the author proposes a structural integration of these methods into a single visual scheme.",,4,184,201,Epistemology; Variety (cybernetics); Regulatory state; Coercion (linguistics); Conviction; Problematization; National security; Mind control; Typology,,,,,https://nsuem.elpub.ru/jour/article/view/1780,http://dx.doi.org/10.34020/2073-6495-2020-4-184-201,,10.34020/2073-6495-2020-4-184-201,3120967453,,0,,1,true,cc-by,hybrid
031-068-102-075-077,"SELF-REGULATION AND SELF-REGULATORY CAPACITIES: COMPONENTS, LEVELS, MODELS",,2018,journal article,RUDN Journal of Psychology and Pedagogics,23131683,Peoples' Friendship University of Russia,,Galina V. Ozhiganova; Ожиганова Галина Валентиновна,"In the article various definitions of self-regulation are considered. The task is to examine the notion of self-regulation and its perceptions in the Western and Russian psychology; the notion of self-regulatory capacities; the components, levels and models of self-regulation. A review of the representation of self-regulation in the Western and Russian psychology reveals that self-regulation is studied in relation to different facets of life: self-regulated learning, professional activity, health management, well-being, etc. Self-regulation is generally defined through the term “capacity” or “ability”. It makes researchers comprehend the concept of self-regulatory capacities itself more deeply. The theoretical analysis of the components, levels and models of self-regulation allows us to speak about their variety, but there are the components which are general and crucial: motivation, standards (including values, morality), goal-setting, planning, ability for monitoring and self-control, capacity to evaluate and correct the results, to persist in goal attainment. It is revealed that a very important component of self-regulation - spiritual - is missing in the reviewed models, and the author proposes the two models of self-regulation where the spiritual level is included: 1) a four-level model of selfregulation; 2) a four-level model of self-regulation and self-regulatory capacities. Both models imply a higher spiritual level of self-regulation which is related to higher moral principles and based on the highest values and meanings of being. The higher self-regulatory capacities help to liberate the potential of energy for disinterested selfless service to the society. The higher self-regulatory capacities allow individuals to increase the energy resource for self-regulation and contribute to the productivity and quality of life.",15,3,255,270,Variety (cybernetics); Psychology; Cognitive psychology; Morality; Productivity; Perception; Quality of life (healthcare); Service (systems architecture); Resource (project management); Energy (esotericism),self-regulation; components and levels of self-regulation; higher spiritual level of selfregulation; higher self-regulatory capacities; models of self-regulation Zimmerman; B.J. (2002). Becoming a self-regulated learner: An overview. Theory into Practice; 41(2); 64-70,,,,https://cyberleninka.ru/article/n/self-regulation-and-self-regulatory-capacities-components-levels-models http://journals.rudn.ru/psychology-pedagogics/article/download/19461/16187 https://cyberleninka.ru/article/n/self-regulation-and-self-regulatory-capacities-components-levels-models/pdf http://journals.rudn.ru/psychology-pedagogics/article/view/19461,http://dx.doi.org/10.22363/2313-1683-2018-15-3-255-270,,10.22363/2313-1683-2018-15-3-255-270,2897379863,,0,002-054-991-123-200; 024-647-232-111-534; 025-944-973-681-654; 026-131-820-600-313; 028-319-361-879-796; 029-501-792-501-16X; 042-501-438-012-33X; 045-235-270-789-232; 049-582-513-997-039; 071-626-097-601-38X; 072-388-401-048-079; 072-803-854-499-708; 073-268-272-427-733; 082-486-536-472-83X; 085-446-341-153-954; 088-811-981-290-553; 090-924-805-630-662; 105-880-000-503-165; 121-415-366-037-919; 138-146-890-033-185; 156-378-995-162-528; 178-862-967-022-977; 179-890-953-447-039,13,true,cc-by-nc,gold
031-310-324-615-975,SEMI-STRUCTURED INTERVIEW IN THE PROFESSIONAL SELECTION FOR THE POSITION: THEORETICAL AND METHODOLOGICAL ASPECTS,,2022,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Aigul A. Aldasheva; Natalia G. Melnikova,,7,3,66,82,Selection (genetic algorithm); Position (finance); Interview; Psychology; Engineering ethics; Sociology; Management science; Computer science; Engineering; Artificial intelligence; Business; Anthropology; Finance,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2022_24_3_004,,10.38098/ipran.opwp_2022_24_3_004,,,0,,0,true,,gold
031-549-581-666-153,MANIFESTATIONS OF COLLECTIVITY AS A PSYCHOLOGICAL FACTOR OF INTEGRATION IN THE CULTURE OF HOLIDAYS,,2017,journal article,Bulletin of the Moscow State Regional University (Psychology),23107235,Federal State University of Education,,Anastasiya M. Borisova,"Аннотация. В статье поднимается вопрос о коллективности как факторе интеграции группы в период праздников. Согласно теоретическому анализу, праздник как социально и культурно обусловленный феномен по своему происхождению носит коллективный характер. Задача данного исследования состояла в том, чтобы выяснить, какова картина праздника современного человека и содержатся ли в ней признаки коллективной направленности, отражающие стремление к единению с другими. По результатам эмпирического исследования с помощью контент-анализа были выявлены компоненты, составляющие картину праздника респондентов, и подтверждено, что данные компоненты содержат черты коллективности. Показано, что коллективные проявления во время празднования способствуют общей групповой интеграции и подкрепляют чувство идентичности каждого члена группы, которое является основой для восприятия настоящего единства. Ключевые слова: культурные ценности, психология праздника, коллективность, групповая интеграция, картина праздника, личность.",,4,30,37,Psychology; Factor (chord); Social psychology,,,,,http://dx.doi.org/10.18384/2310-7235-2017-4-30-37,http://dx.doi.org/10.18384/2310-7235-2017-4-30-37,,10.18384/2310-7235-2017-4-30-37,2789551017,,0,,1,true,cc-by,gold
