Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
026-390-738-394-238,“The Casus of Reciprocity” and Other “Inconveniences with Identity”,,2021,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,V A Ilyin,"<jats:p>The concept of “identity”, introduced into the psychological lexicon by E. Erickson and empirically verified by his followers, has now become firmly used by representatives of not only the entire spectrum of the humanities, but also politicians, political scientists, and publicists. At the same time, immediately after the release of the first edition of E. Erickson’s work “Identity: Youth and Crisis”, serious doubts were expressed about the validity and substantive value of using this concept in Russian scientific discourse, which have become unexpectedly relevant today. So what happens to “identity”? Where does a scientific concept end and a common cliche begin? Where is the border between the study of real scientific problems and pseudo-scientific activity? An attempt to give answers to these questions is undertaken by the following author’s thoughts.</jats:p>",12,1,222,235,Sociology; Identity (philosophy); Reciprocity (network science); Social psychology,identity; identification; psychosocial developmental theory,,,,https://psyjournals.ru/files/119697/sps_2021_n1_Ilyin.pdf https://psyjournals.ru/en/social_psy/2021/n1/Ilyin.shtml,http://dx.doi.org/10.17759/sps.2021120114,,10.17759/sps.2021120114,3144790431,,0,006-044-407-840-785; 016-173-911-417-488; 136-989-034-415-60X,2,true,cc-by-nc,gold
027-944-166-268-073,Coping Strategies of Members of Open and Closed Contact,,2020,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,V A Ilyin; N A Krayushkina,"<jats:p>Objective. Identification of differences in copying behavior in members of closed and open groups, as well as identification of peculiarities of these differences. ; Background. One of the significant factors in the logic of considering the personality-group relationship, taking into account the degree of group closure, is the process of integration of the individual into the group and, above all, the mechanisms of adaptation into the community, in particular, copying behavior, due to his individual-personality characteristics. ; Study design. The study aims to identify differences in the preferred coping strategies of members of open and closed groups with different intragroup status. Intragroup status was detected using a standard package of socio-psychological methods. Preferred coping strategies — using the SACS methodology. Statistical analysis of the significance of differences was performed using the nonparametric Mann-Whitney test. ; Participants. 208 people participated in the study. 106 subjects working in production divisions of IT-companies, namely customer service managers of four departments of 20 to 30 people, the average age of subjects was 21.6 years, work experience from 1 to 3 years. 102 soldiers of army units of the “branch-platoon” level of 10 to 25 personnel, the average age of soldiers is 19.6 years. ; Measurements. Methods of research included: sociometry, referentometry, methodical acceptance of the definition of the informal inragroup structure of power in the contact community, algorithm of calculation of the integral status of the individual in the contact community M.J. Condratiev, method “Strategies for overcoming stress situations” (SACS) S. Hobfall in adaptation of N.E. Wateryanova and E.S. Starchenkova. ; Results. Based on the analysis of the obtained data, it is shown that in open-type organizations the achievement of a high-level position in the informal intra-group structure is facilitated by copying strategies with a high degree of activity and a pro-social orientation, while in closed-type organizations the achievement of a high-level position is facilitated by direct and asocial copying strategies. ; Conclusions. In open communities, conditionally constructive strategies are more preferred, while in closed conditionally destructive copying strategies.</jats:p>",11,4,135,150,Psychology; Social psychology,copying strategies; integral intra-group status; informal intra-group power structure; open community; closed community,,,,https://psyjournals.ru/social_psy/2020/n4/Ilyin_Krajushkina.shtml https://psyjournals.ru/files/118280/sps_2020_n4_Ilyin_Krajushkina.pdf,http://dx.doi.org/10.17759/sps.2020110410,,10.17759/sps.2020110410,3114868065,,0,,0,true,cc-by-nc,gold
030-202-212-776-630,Метафора профессионального самоопределения: взаимосвязь индивидуально-личностных характеристик и выбора профессии,,2018,journal article,Psychology and Law,22225196,Moscow State University of Psychology and Education,,И В Вачков; Д В Молчанова,"<jats:p>The article presents the data of research of interrelation of professional self-determination and features of individual and personal characteristics of individuals on the example of the choice of the profession of “psychologist” in different age groups: high school students, psychology students and practitioners. Also considered the peculiarities of the choice of metaphors to describe the category of “Self” image” and “I'm a professional”. The study was done on a sample of 55 people using a set of three methods. Based on the results, it is concluded that some personal characteristics can indirectly affect professional self-determination. For example, “altruistic” people tend to choose “helping” professions, while those with high indicators on the scale of “Openness to new experience” are more suited to creatively oriented work. It is assumed that the relationship between the use of certain cognitive metaphors and professional choice determines some inclusion of images of different “Self” images” in the process of self-determination, but for the conclusions about the integration of personal and professional self-determination in cognitive metaphors further research is needed.</jats:p>",8,2,77,88,Philosophy,"professional self-determination; individual and personal characteristics; cognitive metaphors; ""Self"" image""; the profession of psychologist",,,,https://psyjournals.ru/files/93374/psyandlaw_2018_2_Vachkov_Molchanova.pdf https://psyjournals.ru/psyandlaw/2018/n2/93374.shtml,http://dx.doi.org/10.17759/psylaw.2018080206,,10.17759/psylaw.2018080206,2809556544,,0,043-037-249-701-89X; 164-922-344-873-752,2,true,cc-by-nc,gold
030-842-393-494-67X,Close Gap Test Strategies for Students with Severe Speech Impairment,2021-06-30,2021,journal article,Integration of Education,23081058; 19919468,National Research Mordovia State University MRSU,Russian Federation,Olga E. Gribova; Anna A. Almazova,"<jats:p>Introduction. The level of formedness of text competence at secondary school in the aspect of understanding the text’s factual information ensures the successful grasping of the learning content. The purpose of the research was to identify the specifics of the functioning of linear deployment mechanisms and probabilistic forecasting among learners of 5–10th grade (form) with specific language impairment.; Материалы и методы. The modified close gap test method was used as the main research method at the level of the ascertaining experiment. The results of the close gap tests, filled by learners, were exposed to quantitative and qualitative analysis. The research was conducted by applying theoretical (interpretive) and empirical (ascertaining experiment based on author’s method) methods. The analytical stage involved the use of the method of correlation analysis, the mathematical processing was carried out with the help of one-way analysis of variance (ANOVA).; Results. Analysis of experimental data helped determine the close gap test strategies in adolescent students with specific language impairment. The qualitative and quantitative analysis of studentsʼ work was applied to determine three main groups of strategies for linear deployment and probabilistic forecasting: strategies for establishing semantic links at the level of the lexical component, a strategy for establishing links at the level of associations, and no strategy. Furthermore, the analysis of substitutes with regard to their compliance with grammatical requirements revealed the following typology of manifestations of agrammatism: the use of an inadequate part of speech, deficiencies of grammatical presentation in phrases, non-compliance of the grammatical form of the substitute with the requirements for the grammatical design of the sentence. Correlation analysis was applied to establish links between different types of close gap test strategies used by adolescents with specific language impairment, as well as their relationship with the levels of understanding the factual content of the text.; Discussion and Conclusion. The results obtained contribute to the development of developmental psycholinguistics, special pedagogy, speech therapy and school methods of speech development.</jats:p>",25,2,340,358,Psychology; Test strategy; Severe speech impairment; Audiology,severe speech and language disorders; specific language impairment; adolescents; close test; gap filling strategies; text understanding mechanisms; linear deployment; probabilistic forecasting,,,,http://edumag.mrsu.ru/content/pdf/21-2/10.pdf,http://dx.doi.org/10.15507/1991-9468.103.025.202102.340-358,,10.15507/1991-9468.103.025.202102.340-358,3172320060,,0,000-693-097-992-08X; 002-509-047-988-808; 005-724-663-253-160; 006-763-250-205-038; 011-258-626-173-286; 030-833-574-108-948; 034-544-041-686-870; 035-944-757-111-369; 047-642-111-586-025; 050-423-309-500-731; 052-365-925-421-279; 054-688-531-931-216; 067-658-706-917-171; 087-266-432-592-180; 098-526-573-881-178; 125-868-778-222-966; 129-589-276-322-805,0,true,cc-by,gold
031-391-003-741-783,"History of Personality and Personality in History: On the 20th Anniversary of the Publication of the Monograph by A.V. Tolstykh ""The Experience of Concrete Historical Psychology of Personality""",,2020,journal article,Cultural-Historical Psychology,18165435; 22248935,Moscow State University of Psychology and Education,,V.A. Ilyin,"<jats:p>The article presents the main provisions of the original concept of personality development by A.V. Tolstykh, relatively little known today due to the early death of this prominent representative of the cultural-historical tradition in psychology. It is shown that within the framework of A.V. Tolstykh, the process of personality development is a three-phase dynamic structure aimed at integrating the individual with the mankind as a full-fledged subject of ancestral life — “historical, cultural, social”. The article describes the methodology based on a polydisciplinary approach to the study of psychological phenomena used by A.V. Tolstykh which allowed him to successfully solve a number of fundamental problems associated with the study of the phenomenology of personality and, thereby, make a real contribution to the development of cultural-historical psychology. We argue that the monograph by A.V. Tolstykh is an essential and even unique textbook for an in-depth study of personality development, both within the framework of the cultural-historical concept itself, and in a wide personal and socio-psychological context.</jats:p>",16,4,118,121,Psychoanalysis; Psychology; Personality,,,,,https://psyjournals.ru/kip/2020/n4/Ilyin.shtml https://psyjournals.ru/files/117822/chp_2020_n4_Ilyin.pdf,http://dx.doi.org/10.17759/chp.2020160413,,10.17759/chp.2020160413,3112715623,,0,,0,true,cc-by-nc,gold
031-618-832-991-61X,"The Experience, Problems and Prospects of Module-organized Preschool Teacher Training Program within the Network of Higher and Preschool Educational Organisations",,2015,journal article,Psychological Science and Education,18142052; 23117273,Moscow State University of Psychology and Education,,Г Н Толкачева; Л М Волобуева; Е И Изотова; М Ю Парамонова,"<jats:p>The article presents the testing results of new modules of the basic professional educational bachelor program, «Psycho-pedagogical Education» (preschool teacher) training direction, which is part of the modernization project of teacher education (Government contract # 05.043.11.0028 d.d. 16.06.2014, Federal Targeted Program for the Development of Education in 2011¬2015). Main attention is paid to the analysis of the development of student competencies according to Federal State Education Standard of «Psycho-pedagogical Education» training direction for bachelor students focused on the performance in accordance with the pre-school teacher professional standard. For this purpose, we compared the data obtained during final certification of modules that have already been tested, and computer testing conducted by the resource center for support projects on modernization of teacher education in Moscow State University of Psychology &amp; Education. We identified problem issues and particular errors that may be debatable among professionals. Authors outlines promising ways to improve the modules of the basic professional educational program on the basis of proposals made by subcontracting universities.</jats:p>",20,5,117,129,Mathematics education; Psychology; Training program,modernization of teacher education; basic professional educational program; educational module; teacher activity; professional competence; networking; educational outcomes; educational technology; professional teaching standard (in pre-school education); Federal State Education Standard of Preschool Education,,,,https://psyjournals.ru/files/78920/pno_2015_5_tolkacheva.pdf https://psyjournals.ru/psyedu/2015/n5/tolkacheva.shtml,http://dx.doi.org/10.17759/pse.2015200511,,10.17759/pse.2015200511,2218870326,,0,,2,true,cc-by-nc,gold
035-578-291-912-879,Prerequisites for Accepting the Digital Educational Environment in New Cultural and Historical Conditions,,2021,journal article,Cultural-Historical Psychology,18165435; 22248935,Moscow State University of Psychology and Education,,N.P. Radchikova; M.A. Odintsova; M.G. Sorokova,"<jats:p>According to cultural historical activity theory motivation, adaptability, study-related experience (“perezhivanie”), and moral codes may be considered as prerequisites for Digital educational environment (DEE) acceptance. To measure the attitudes towards DEE a Scale for Assessing University Digital Edu¬cational Environment was used (AUDEE Scale by M. Sorokova, M. Odintsova, and N. Radchikova). Aca¬demic motivation was evaluated by “Academic Motivation Scales” Questionnaire (by T. Gordeeva, O. Sy¬chev, and E. Osin). Study-related experiences were measured by Activity-Related Experiences Assessment technique (AREA) developed by D. Leontiev and his colleagues. Moral behavior was evaluated with the help of Moral Disengagement Questionnaire (MD-24) adapted by Y. Ledovaya and her colleagues. Stu¬dents’ adaptability was accessed by a questionnaire developed by T. Dubovitskaya and A. Krylova. 406 stu¬dents of Moscow State University of Psychology and Education took part in the investigation (90,1% fe¬male). The average age was 28,7±9,6 years (median = 24 years) varying from 19 to 72 years. The results showed that it is possible to distinguish two groups based on the results of AUDEE scale: Acceptance group and Resistance group. Acceptance group has higher scores in almost all motivation indicators, study-related experiences of pleasure and meaning, adaptability to educational activities, and lower scores in five out of seven moral disengagement strategies. Statistical analysis (classification trees) showed that motiva¬tion (both external and internal) and study-related experience are key resources for the DEE acceptance.</jats:p>",17,3,115,124,Psychology,digital educational environment; prerequisites for acceptance / rejection; motivation; cultural-historical conditions; «cultural capability»,,,Moscow State University of Psychology and Education,https://psyjournals.ru/kip/2021/n3/Radchikova_et_al.shtml,http://dx.doi.org/10.17759/chp.2021170315,,10.17759/chp.2021170315,3211321450,,0,000-553-749-494-082; 002-488-252-834-55X; 004-202-035-914-533; 004-930-618-968-061; 006-164-925-024-530; 007-795-534-444-930; 013-728-895-444-538; 017-986-553-887-272; 018-051-489-877-573; 018-677-530-021-393; 020-322-172-271-315; 021-216-098-572-597; 044-957-086-143-78X; 050-148-325-784-195; 054-150-027-956-962; 057-107-964-147-786; 064-029-488-109-078; 067-849-434-620-746; 076-187-579-840-340; 078-073-724-095-509; 078-221-917-889-593; 087-874-804-627-17X; 098-346-650-110-898; 103-785-826-410-530; 106-662-023-417-172; 111-914-495-756-390; 114-280-705-331-444; 121-274-574-646-448; 124-251-242-736-217; 128-441-903-056-490; 150-755-278-000-844; 170-660-264-000-951; 179-822-609-759-40X,4,true,cc-by-nc,gold
036-535-577-347-39X,Psychological Characteristics of Self-Image and Self-Assessment in Adolescents with Impaired Renal Functioning of Different Severity,,2018,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,I V Vachkov; D A Zaruba; J.Y. Kurtanova,"<jats:p>The article presents the study results of the features of self-assessment and self-image of three groups of adolescents: with a mild degree of renal failure, in the terminal stage (waiting for a kidney transplant) and healthy, who formed the control group. The main results of the comparative analysis of these groups were the identification of similarities or minor differences in the parameters of self-assessment and self-image among healthy adolescents and adolescents with mild renal dysfunction, as well as the identification of statistically significant differences between the first two groups and the group of adolescents in the terminal stage of kidney disease on a number of scales and indicators. These differences are found, first of all, in higher egocentricity, uncritical, in poor, superficial and poorly differentiated representation of themselves in adolescents of the last group. Their self- assessment is low, while the level of claims is high and particularly sharply overstated on the Health scale; there is a significant gap between the assessment of the available condition and the desired one.</jats:p>",7,3,45,65,Psychology; Self-assessment; Clinical psychology; Self-image,подростки; образ Я; самооценка; уровень притязаний; самоотчетные характеристики; нарушения почечного функционирования; заболевания разной степени тяжести adolescents; self-image; self-assessment; level of claims; self-characteristics; renal dysfunction; diseases of different severity,,,,https://paperity.org/p/216208336/psychological-characteristics-of-self-image-and-self-assessment-in-adolescents-with https://psyjournals.ru/files/95457/Vachkov_et_al.pdf https://psyjournals.ru/psyclin/2018/n3/Vachkov_et_al.shtml,http://dx.doi.org/10.17759/cpse.2018070303,,10.17759/cpse.2018070303,2896758814,,0,010-052-323-158-759; 113-991-444-938-540; 130-754-385-215-242,3,true,cc-by-nc,gold
039-003-253-107-818,Assessment of the COVID-19 pandemic situation by residents of Russia and Belarus,,2021,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,M.A. Odintsova; N P Radchikova; V A Yanchuk,"Objective. Comparative analysis of assessing the situation of the COVID-19 pandemic depending on the age of the respondents and the strategies of state regulations against infection (example of Belarus and Russia). Background. The study of COVID-19 assessments by residents of regions with different state regulations of the pandemic situation makes it possible to identify the similarities and differences in assessments of the situation, the degree of its impact on different spheres of life, fears, their capabilities and to outline the directions of psychological assistance. This is one of the first attempts to identify the personality-environment-activity interdetermination of psychological phenomenology is presented. Study design. The study was conducted from April 11th to June 4th, 2020 using Google Form. Measurements. Specially designed questionnaire with scores from 0 to 10 (on the Likert scale) of the COVID-19 situation and an open-ended question. Participants. It was attended by 439 people from 18 to 62 years old: 231 Russians (77.9% of women;average age 32.68+9.16 years) and 208 Belarusians (75.5% of women;average age 30.94+10.28 years). Of these: 1) Russian youth from 18 to 30 years old (N=91;average age 23.6+4.21 years) and Belarus youth (N=113;average age 23.1+3.8 years);2) the mature generation of Russians from 31 to 60 years old (N=140;average age 38.6+6.25 years) and Belarusians (N=95;average age 40.25+7.37 years). Results. Both Belarusians and Russians highly estimated their capabilities and resources. Older people in both countries give a more negative assessment of the pandemic situation, while at the same time giving a higher assessment of their resources than young people. In self-isolation the intensity of fears decreases, the situation is assessed more positively, but the influence on physical activity and mental state increases. Global and personal fears dominate in the absence of self-isolation, while social fears dominate in the absence of self-isolation. There is a positive correlation between person's capabilities and resources and the assessment of fears, the difficulties of the pandemic situation, and the degree of its impact on various aspects of life in the situation of self-isolation. Conclusions. Assessments of the pandemic situation complexity, the degree of its impact on various aspects of life, and fears are higher among the residents of Belarus, which may be explained by the lack of additional measures against the spread of coronavirus infection. © 2021 Editorial Board of Journal of Agro-Environment Science. All rights reserved.",12,2,56,77,Likert scale; Demography; Psychology; Mental state; Positive correlation; Coronavirus disease 2019 (COVID-19); Older people; Editorial board; Phenomenology (philosophy); Pandemic,COVID-19 pandemic; assessment of the situation; fears; government regulation; selfisolation,,,,https://doaj.org/article/c363cd71097d4b3aa83b566025576168 https://psyjournals.ru/social_psy/2021/n2/Odintsova_et_al.shtml https://psyjournals.ru/files/121269/sps_2021_n2_Odintsova_et_al.pdf,http://dx.doi.org/10.17759/sps.2021120204,,10.17759/sps.2021120204,3187152254,,0,003-794-868-413-309; 009-332-967-114-955; 010-159-553-845-706; 010-552-872-347-027; 017-999-440-530-245; 023-325-174-909-899; 025-757-877-275-759; 026-829-242-558-962; 029-431-517-906-508; 035-077-954-892-130; 046-965-546-281-01X; 061-146-643-366-781; 062-188-125-568-983; 062-201-347-440-946; 064-295-796-214-672; 072-209-077-593-211; 088-208-303-548-248; 106-528-033-797-028; 131-571-405-483-282; 152-929-044-032-448; 153-391-156-992-798; 155-165-590-261-709; 159-085-191-148-974; 172-982-750-269-432,4,true,cc-by-nc,gold
041-430-042-006-222,Peculiarities of parental attitudes of young mothers with various parental experience,,2019,journal article,Pedagogy and Psychology of Education,2500297x,Federal State Budgetary Educational Institution of Higher Education Moscow Pedagogical State University,,Elena A. Sorokoumova; E. Mamonova; Olga V. Suvorova; Svetlana N. Sorokoumova,"<jats:p>The concepts of  motherhood and parenthood are considered from the  point of  view of  parental functions. A  study was conducted of  the  parental attitudes of  young mothers aged 20 to  35 y.o., who have the  only child or  a  second child not older than 3. Among the 60 participants surveyed: 30 young mothers with one child and 30 mothers with parenting experience. The results of the study showed that the experience of parenting affects the attitude to family roles and to the child. The  analysis of  the  results of  the  study of  parental attitudes made it  possible to record a significant number of significant differences (“attitude to family roles” –  t = 2.46; р = 0.003; “restriction to  the  role of  a  housewife”  – t = 4.07; р = 0.04; “sacrifice of  parents”  – t = 3.81; р = 0.05; “emotional distance with the  child”  –  t = 3.66; р = 0.03; “excessive concentration on  the  child”  – t = 4.58; р = 0.05; “contact” – t = 2.62; р = 0.005; “cognitive needs” – t = 3.97; р = 0.001; “creativity” –  t = 3.51; р = 0.0001). Young mothers with one child limit their interests to the family, which creates a sense of sacrifice and provokes family conflicts; with a child, such a mother is emotionally close and encourages their activity. Experienced mothers do not limit their interests to  family boundaries, while being satisfied with family relationships, the attitude towards the child is more authoritarian, such mothers are not emotionally close to the child and are strict. That is, the experience of parenting has a mixed effect on parental attitudes. In the group of young mothers with one child, it is necessary to get rid of the feeling of self-sacrifice in the family, increase self-esteem, and also reduce excessive care for the  child. In  a  group of  young mothers with parenting experience, it  is  necessary to  reduce the  authoritarian influence on the child, irritability and severity.</jats:p>",,"3, 2019",152,166,,,,,,http://dx.doi.org/10.31862/2500-297x-2019-3-152-166,http://dx.doi.org/10.31862/2500-297x-2019-3-152-166,,10.31862/2500-297x-2019-3-152-166,2997192995,,0,,1,true,,gold
048-981-323-963-198,“ENTOMOLOGIST – WHO IS IT?..”,,2019,journal article,Bulletin of the Moscow State Regional University (Russian philology),23107278,Moscow Regional State University,,Viktor P. Zhuravlеv,"Аннотация. В воспоминаниях выпускника МОПИ имени Н. К. Крупской 1972 г. раскрываются самобытные черты портрета известного филолога-слависта профессора Н. А. Кондрашова. Посвящая читателей в ретроспективу событий факультета русского языка и литературы тех лет, автор рассказывает о восприятии студентами лекций этого учёного, отмечает особенности его общения с коллегами и приводит интересные факты из биографии незаурядного лингвиста. Особенно подчёркиваются роль Н. А. Кондрашова в подготовке студентов к поездке в Чехословакию, его профессиональный живой интерес к культуре и языку этой страны. В неформальных эпизодах студенческой жизни высвечены редкие личные качества учёного: увлечённость наукой, фактологичность в оценке событий, мудрость наставничества, человечность, любовь к филологическому ремеслу и своим ученикам. Ключевые слова: Н. А. Кондрашов, славянская филология, общее языкознание, психология общения, студенты 1970-х гг.",,5,259,262,,N. Kondrashov; Slavic Philology; General linguistics; psychology of communication; students of the 1970s,,,,http://dx.doi.org/10.18384/2310-7278-2019-5-259-262,http://dx.doi.org/10.18384/2310-7278-2019-5-259-262,,10.18384/2310-7278-2019-5-259-262,3009427940,,0,,0,true,cc-by,gold
050-141-224-466-41X,The Phenomenology of Intersubjective Relationships in the Person’s Life-World,,2016,journal article,Counseling Psychology and Psychotherapy,20753470; 23119446,Moscow State University of Psychology and Education,,A M Fedoseeva; G P Pirlik,"<jats:p>Current article presents results of a qualitative research dedicated to the phenomenology of intersubjective relationships in person’s infantile, realistic, value life-worlds. The characteristics of the anthropological image of the Other as well as the basic attitudes that define relationship between the subjects life-world and the Other are described.</jats:p>",24,5,228,239,Psychoanalysis; Psychology; Life world; Phenomenology (psychology); Social psychology,life-world; intersubjective relationships; anthropological image of the Other; chronotope,,,,https://psyjournals.ru/files/87343/kpip_2016_n5_fedoseeva.pdf https://psyjournals.ru/en/mpj/2016/n5/fedoseeva.shtml,http://dx.doi.org/10.17759/cpp.2016240512,,10.17759/cpp.2016240512,2758754482,,0,,0,true,cc-by-nc,gold
050-302-790-235-629,Шкала катастрофизации боли: адаптация опросника,,2020,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,Н.П. Радчикова; Г А Адашинская; Т.Р. Саноян; А.А. Шупта,"<jats:p>The article presents the results of the adaptation of the Pain Catastrophizing Scale, which consists of three subscales (Rumination, Magnification and Helplessness) in a sample of 219 people (80,4% females). The average age of the participants was 22,05 years (median= 19,00 years, standard deviation=6,74; age range from 18 to 54 years). The Russian-language version of the Pain Catastrophizing Scale shows acceptable reliability for the scales (Cronbach’s alpha = 0,82; 0,67 and 0,83, respectively), and high reliability in general (Cronbach’s alpha = 0.89). Estimates of pain catastrophizing are positively correlated with the estimates of pain strength and intensity (McGill Pain Questionnaire, adapted by ; V. Kuzmenko in 1986), as well as with the level of self-control (Brief Self-Control Scale by J.P. Tangney, R.F. Baumeister and A.L. Boone, adapted by T. Gordeeva et al. in 2016): catastrophizing people, as a rule, have a lower level of self-control. Fit indices of confirmatory factor analysis (RMSEA=0,08; χ2/df=2.5; GFI=0.90; SRMR=0.7) characterize one- and three-factor models of pain catastrophizing as reasonable. Women showed ; a higher level of catastrophic pain in general, and differences were also found on the scale of Rumination, while there were no statistically significant differences on the scales of Magnification and Helplessness. Pain Catastrophizing is also positively correlated with anxiety and depression (HADS adapted by M. Drobizhev in 1993).</jats:p>",9,4,169,187,Medicine,pain; the Pain Catastrophizing Scale; questionnaire adaptation; self-control; anxiety; depression,,,,https://psyjournals.ru/files/118734/cpse_2020_n4_Radchikova_et_al.pdf https://psyjournals.ru/psyclin/2020/n4/Radchikova_et_al.shtml,http://dx.doi.org/10.17759/cpse.2020090409,,10.17759/cpse.2020090409,3123924472,,0,001-994-186-797-054; 006-164-925-024-530; 010-367-729-210-840; 014-564-294-938-629; 019-870-813-879-200; 021-724-332-879-329; 025-671-963-662-66X; 028-293-264-337-597; 048-930-605-656-348; 057-363-828-405-35X; 057-866-149-864-41X; 061-683-625-874-073; 064-161-748-777-899; 065-702-530-079-727; 100-259-268-266-415; 106-828-521-711-611; 119-376-577-352-168; 149-527-357-380-566; 151-323-530-619-743,5,true,cc-by-nc,gold
054-127-189-813-686,Word-formation motivation as a means of lexicalizing derivative words in the classroom in Russian as a foreign language,,2021,journal article,World of Science. Pedagogy and psychology,23094265,Publishing Company World of Science LLC,,Elena Demidova,"<jats:p>The article examines the place of the word-formation component of the communicative competence of foreign students in the process of their learning Russian as a foreign language.; The word-formation component, along with other linguistic components, participates in the formation of the communicative competence of foreign students, however, the problem of Russian word formation remains insufficiently developed in the linguodidactic plan. The author expresses his opinion that the increase in the vocabulary of foreign students should be accompanied by the systematization of lexical units, taking into account their derivational connections and relations. Therefore, when lexicalization, one should use not the selection of synonyms or the descriptive method, which leads to the mechanical memorization of the meaning, but by means of correlation with the same root words, to activate in the minds of foreign students the living connections of the lexical units of the Russian language. This applies not only to derivatives of words associated with generating relations of full direct motivation, but also to those derivatives where these connections are not explicitly expressed.; Such an interpretation through a productive word not only makes the meaning of the new lexeme understandable, facilitates its memorization, but also creates a single picture of lexical and word-formation relationships within the language, forms a systemic understanding of the language among students.; The skills of correlating a derivative word with its derivative, obtained in the study of Russian as a foreign language, make it possible to understand the meanings of unfamiliar words. The speed of memorizing the meanings of derived words in this case directly depends on the understanding of the word-formation structure of the word.; This technique will greatly facilitate the development of the vocabulary and will contribute to the formation of a holistic view of the language as a system among foreign students.</jats:p>",9,2,,,Foreign language; Word formation; Derivative (chemistry); Mathematics; Linguistics,Russian as a foreign language; word formation; derivative word; producing word; motivation; full motivation; figurative motivation,,,,http://dx.doi.org/10.15862/19pdmn221,http://dx.doi.org/10.15862/19pdmn221,,10.15862/19pdmn221,3166832483,,0,,0,true,cc-by,gold
056-016-864-938-345,Cognitive Factors of Life Satisfaction among the Russian Elderly,2020-12-15,2020,journal article,RUDN Journal of Psychology and Pedagogics,23131705; 23131683,Peoples' Friendship University of Russia,,E V Belovol; Zlata V. Boyko; Elena Yu. Shurupova,"The overall aim of this article was to examine factors related to life satisfaction in old age. There are several approaches to understanding life satisfaction in psychology. Some theories that emphasize objective circumstances as most influential for life satisfaction are commonly labelled bottom-up theories, whereas theories that focus on stable individual characteristics are commonly labelled top-down theories. It is argued that certain personality traits, in particular extraversion and neuroticism, partly determine a person’s satisfaction with life. At the same time, cognitive factors related to life satisfaction are rarely the subject of empirical research. In this study, age, social status (works, does not work, in retirement), type of family (nuclear or extended), and a number of indices of cognitive functioning (cognitive flexibility, memory - short-term and long-term, creativity and thinking) were used as predictor variables of life satisfaction. Ninety-seven respondents aged 50-84 participated in the research, which finds that, along with non-cognitive factors of life satisfaction, cognitive factors play great roles as well. Based on the data obtained, an empirical model of cognitive factors of life satisfaction was constructed. This research demonstrates that all cognitive variables examined (flexibility of thinking, long-term memory, short-term memory, thinking and creativity) make positive contributions to increasing satisfaction; notably the roles of long-term memory and creativity are especially salient. This study also found satisfaction is significantly higher among working older respondents when compared with their non-working colleagues, with the oldest employees the most satisfied. Family status is a factor related to life satisfaction in old age as well, since old people who live with a spouse are more satisfied than those who live in extended families with children and grandchildren. A regression model combined variables from top-down and bottom-up theories. The model includes memory and age as personal characteristics, and family type as a circumstantial predictor for life satisfaction in old age.",17,4,671,684,Extraversion and introversion; Cognitive skill; Developmental psychology; Psychology; Cognition; Flexibility (personality); Life satisfaction; Big Five personality traits; Cognitive flexibility; Neuroticism,life satisfaction; old age; cognitive processes; top-down theories; bottomup theories; predictors for life satisfaction; the Russian elderly,,,,http://journals.rudn.ru/psychology-pedagogics/article/download/25371/18965 http://journals.rudn.ru/psychology-pedagogics/article/view/25371/18965,http://dx.doi.org/10.22363/2313-1683-2020-17-4-671-684,,10.22363/2313-1683-2020-17-4-671-684,3119054786,,0,,0,true,cc-by-nc,gold
